label,comp-1,comp-2
4,12.661412,23.69769
7,2.9916742,40.57743
2,15.836148,-11.466428
0,-48.403683,-20.508253
0,-52.39982,-30.721752
2,36.228214,41.89331
0,-55.56629,-17.384892
2,14.458429,-17.18862
7,36.279045,27.566534
1,33.98613,-17.235703
6,2.9991636,3.3350816
6,-13.849489,-41.584827
4,8.382833,21.15454
1,38.193817,-24.180134
6,-1.6692199,-52.066887
3,-24.413313,-1.986708
4,10.346899,24.190514
5,29.204678,-25.736074
7,13.67179,30.239283
1,-11.041221,12.036231
3,-16.18012,-13.874391
3,-21.162472,-1.3739899
6,33.88674,-3.660768
5,-26.936552,-18.514765
4,7.6982384,30.453262
7,27.227024,-2.0818646
7,31.40666,17.082912
4,1.8905572,48.451714
2,17.60203,-10.060663
6,-11.20429,1.1330491
5,-17.867018,25.08366
6,8.356901,1.4646484
6,-8.325759,-47.98553
7,10.568428,30.804388
3,-28.772532,-0.78119236
4,36.92595,-21.914948
6,-8.35318,-54.441097
1,35.742523,-17.027664
7,18.955935,24.649057
7,25.910547,52.90968
6,-3.5030077,-55.582245
0,-58.627483,-25.286327
3,-16.661123,-12.702067
7,-21.72339,46.772156
2,16.338749,-10.2117405
6,-5.8642573,-5.162644
2,1.6265597,-10.414228
7,-0.8707222,39.823082
4,45.43083,8.38096
4,-18.2338,54.54003
6,-2.7648528,-53.994
4,7.540941,31.46027
7,22.730894,30.752832
7,35.654327,6.0392456
0,-42.862476,-25.984371
7,-2.9210892,40.904472
2,16.14636,-10.418268
7,26.022326,52.850075
5,-15.027406,25.14047
1,33.408028,-20.481514
5,-16.496239,24.251944
7,-6.113124,36.66431
1,40.42209,-7.2497587
2,-3.0328426,-29.428612
3,-18.653965,7.164914
2,27.879772,-15.175993
3,-17.923685,8.99322
5,-33.10463,-14.276354
7,18.426086,34.92803
1,32.0576,-33.895943
7,39.225647,34.30629
6,-18.6685,-47.435528
2,15.351991,-12.0738535
6,-6.751685,7.0542507
2,17.620455,-10.598766
2,18.344297,-16.41214
5,-17.479113,25.11455
0,-47.403603,-24.077505
7,39.43965,33.946968
4,-8.294758,51.152176
7,22.80309,25.050663
7,32.063896,53.821293
6,10.739568,1.7491113
3,-19.081848,-2.3781736
2,17.44154,-9.441959
1,32.138214,-35.437195
1,45.932697,1.0827549
6,12.548294,1.3591113
3,-18.1454,8.891568
6,-8.577888,-47.21215
1,48.510593,-5.078309
0,-55.328114,-19.038324
3,-16.26407,10.648083
1,38.596275,-19.37986
0,-57.051662,-16.602558
0,-45.179157,-17.269785
1,38.95506,-18.448652
7,28.70974,-27.287706
2,8.128282,-20.998924
7,30.926275,49.644367
3,-18.092186,-12.904155
0,-41.84474,-20.344809
4,6.423245,34.632076
6,-14.942535,-49.047024
5,-16.539534,16.210249
2,5.940423,-12.600519
6,-15.064817,-55.755672
4,-19.345974,54.553864
7,35.849773,35.052185
1,22.950329,37.614857
6,6.639986,-1.0076615
7,-7.2330647,40.424282
7,15.650493,31.58434
3,-18.399921,1.5512911
0,-58.22337,-14.974635
7,32.726837,29.767277
1,38.25621,-16.603802
0,-13.524325,-33.51916
2,3.8698225,-22.825768
0,-41.732437,-15.914109
3,-17.485271,-13.512998
5,-22.608763,20.992203
4,1.2380738,50.8907
6,-15.890482,-51.18685
5,-16.681639,17.395142
6,25.673439,-29.560867
6,-19.404945,-54.114388
3,-26.69842,-7.724313
7,34.539207,36.78522
5,-40.415977,-3.4443686
6,7.250924,2.6097758
0,-51.318962,-13.580037
7,15.483213,31.628029
1,30.27749,-36.59153
0,-59.18031,-15.817475
3,26.641212,7.074471
1,39.420364,-18.94756
2,20.032913,-19.290031
2,1.8463864,-25.229456
3,-33.660892,-10.222122
3,-16.439379,-14.219985
6,5.9192977,-44.21155
4,8.563846,34.127384
7,26.1861,37.939346
5,-15.069255,17.84696
0,-62.337402,-20.420498
6,-8.973489,-55.754204
2,27.350262,-20.247099
7,35.352467,35.775776
7,-15.600182,47.849644
6,6.2986445,2.3337195
5,-13.780302,-0.33977208
7,14.95084,32.64302
2,26.68646,8.621224
1,39.968925,-13.29074
1,34.15223,-16.61959
4,6.6457586,32.984768
4,5.7852716,51.869194
5,-16.682383,17.458035
6,3.6070344,-47.28388
4,7.7798166,34.951843
1,32.786163,-19.025085
2,2.791067,-25.349817
5,-26.729942,-17.286411
3,-17.189829,5.6222525
7,13.239374,32.80427
3,-15.282383,-12.664185
7,-19.76909,45.87303
0,-55.982666,-16.72798
5,-35.84663,-3.6261227
7,15.354462,31.718813
6,-6.1889815,-48.91772
5,-14.289975,19.49389
7,26.346376,45.492252
4,6.946443,33.379242
1,36.927338,-11.924465
3,-17.476591,-14.64881
4,-0.04319893,27.183584
0,-50.73706,-20.635572
4,-21.345245,54.08443
6,9.878604,0.78292745
0,-48.401474,-16.822918
4,8.779744,34.172863
3,-31.313873,-0.4306492
6,-15.113735,-55.88382
6,3.5144615,6.429909
7,35.01047,34.511997
6,-0.045601238,-52.50462
0,-49.403385,-25.512297
7,-7.7438436,36.960922
7,33.92632,29.22544
5,-55.994736,-8.842684
7,28.171568,34.320854
2,1.6806157,-22.295464
1,42.25616,-10.788756
1,32.57728,-21.789297
6,-9.731046,-55.925533
6,-4.3879714,3.005047
7,16.659563,32.041847
4,-7.63278,54.0616
1,43.067364,-4.294264
5,-35.887844,-3.5599034
2,2.5486293,-24.159641
2,50.915333,-5.0950184
7,20.51183,27.560081
0,-43.00753,-24.635729
3,-17.579384,-13.7271805
7,-11.183381,52.04904
6,-18.771912,-53.944557
7,24.648766,43.55682
2,2.3300297,-23.207754
0,-47.385273,-23.0328
3,-17.15555,-15.017333
5,-29.879923,15.012648
4,8.786238,34.737106
3,-28.148035,-11.492894
6,-8.843784,-53.979008
5,-31.9997,10.267801
6,-2.5756915,2.9065545
7,-6.8632073,48.02353
5,-14.792987,18.421305
4,-0.49833098,35.1357
7,36.082417,33.774002
4,0.9888482,49.052986
2,2.8860373,-22.836353
7,-9.3971195,34.881283
3,-15.5116825,-12.75887
4,-0.48588607,32.781246
6,10.202688,0.9195357
7,-3.8077676,43.1188
1,43.190205,-4.0724506
7,15.822439,28.553757
2,2.3952951,-25.27315
6,0.812767,4.990508
7,35.612373,37.21393
7,0.095875345,41.32858
1,43.39283,-3.077871
6,-37.908367,-7.653698
7,29.21332,33.927
4,-3.837095,35.57979
1,46.85887,-5.7248034
3,-23.025026,-2.050315
1,42.66304,-5.256531
1,31.095665,-34.261845
0,-53.153633,-22.819914
2,22.689396,-17.124376
3,-17.078238,5.8422775
7,0.83595484,39.685715
4,6.836161,29.014803
7,4.71046,36.664486
2,5.8265524,-23.910734
1,35.879856,-30.591124
6,-10.15243,-56.28121
6,9.074033,-2.618932
4,3.617881,46.395306
7,28.801365,-6.514522
7,35.521572,44.585148
4,-2.1775777,35.327587
4,7.461979,29.612406
7,-6.2445555,42.71732
2,2.5796535,-22.860126
5,-14.133982,0.924645
7,36.60794,33.83425
2,13.786351,-18.36726
4,7.4538355,29.320265
4,-15.948241,56.439053
2,4.398698,-22.62743
1,37.412754,-27.848629
7,19.564865,31.708408
7,18.462008,49.81961
2,2.6770885,-22.094578
6,-36.66712,-3.6390119
7,30.573988,32.909634
6,-3.531451,-39.31297
7,19.768837,28.417303
2,11.274511,-11.105735
2,-4.731355,-21.276522
3,-27.229773,-3.0631661
6,10.930787,4.329271
1,27.6467,-36.62572
6,-9.196787,-56.100624
5,-10.412466,-39.312508
1,46.802494,-4.824852
1,31.29424,-28.96744
0,-55.720413,-31.558662
2,18.237402,-24.417486
6,-2.107339,-47.256283
4,3.4721136,46.44225
5,-15.548063,16.953321
6,-29.241425,-2.6462586
3,-15.3833275,-12.685646
1,28.968931,-36.383793
5,-15.776348,17.050571
1,33.40493,-21.21468
7,20.695848,27.664175
2,17.641157,-18.961151
7,33.966698,29.305634
4,0.39531147,30.908037
4,8.864317,33.550186
4,5.0655303,-40.561047
6,12.26396,6.9891405
1,41.5215,-6.668561
5,-14.107663,23.411966
6,-12.773849,24.436174
7,19.870213,29.797905
5,15.757049,28.271595
6,-7.9096174,-55.1067
7,22.904541,42.136654
7,20.343376,27.050169
7,-16.589567,43.88563
3,-16.549458,11.466096
7,36.35112,50.66662
0,-56.051125,-31.807783
7,-7.344711,41.08038
0,-56.184994,-16.997793
6,-11.63479,-40.915226
6,-9.656669,-53.18456
2,11.009478,-29.536858
3,-18.724663,-15.262215
7,-14.575869,49.738857
0,-56.760384,-18.09699
7,-9.067136,34.359985
5,-14.067211,19.73392
4,-8.563062,49.693058
6,12.654316,4.4948144
0,-56.287624,-13.620779
7,15.653216,29.494139
4,0.15444219,48.51488
1,46.097477,-4.8108473
2,28.326092,-35.006653
6,6.0870724,2.4613857
7,-10.667809,58.813637
1,46.97248,-5.194704
2,3.6052232,-20.29515
6,-8.26301,-55.573864
1,35.583344,-23.330488
0,-42.354115,-25.230947
3,-30.836721,-9.7227955
0,-56.911945,-27.53964
1,31.518593,-23.984558
1,40.22632,-4.824025
6,4.807573,7.7340407
2,-2.3678994,-24.495354
0,-54.939632,-15.805919
3,-23.904163,6.120441
7,-8.559542,46.212715
4,4.144138,54.81917
0,-58.855476,-21.49303
5,-15.619187,24.153524
0,-59.823486,-13.980552
6,-4.248939,-58.44325
1,35.64507,-8.152118
7,39.46739,25.295425
7,-23.865414,45.143818
6,10.837087,10.411617
1,26.329567,-36.93169
7,23.5608,24.423805
2,33.07904,-14.775945
0,-55.047817,-29.62985
5,-28.64696,17.868282
1,48.568825,-1.0646538
2,19.085384,-5.8597393
2,-2.232894,-24.986143
7,20.295103,44.268265
3,-27.334766,0.30454007
5,-32.168865,17.143642
4,10.652156,20.267057
7,3.240655,34.37911
7,39.33737,24.992426
1,31.834337,-27.94392
6,13.857224,6.5838323
3,-31.691416,0.606031
7,26.831247,17.83367
6,-22.725147,-48.64258
0,-59.5652,-25.944798
3,-29.664059,-6.2864027
1,51.021812,4.2923336
1,41.833675,-8.25315
2,-1.631673,-22.04018
6,-57.568024,-11.794553
3,-30.499279,-8.909939
5,-28.91053,-20.223618
7,28.314459,18.11885
6,-8.056111,-44.934875
6,7.7401466,1.7575605
3,25.752035,39.497765
7,27.17514,17.787735
5,-14.907434,1.3245878
6,13.393963,5.245849
5,-31.63715,-7.536796
7,36.953632,34.911007
6,-28.287426,47.36646
1,48.109215,-1.0335574
1,46.524807,2.1590261
3,-13.634372,7.87084
1,38.732887,-11.009383
7,28.848343,16.598284
5,-34.29683,19.368275
5,-16.766396,24.112682
5,-27.569584,-13.981278
2,-1.0282395,-21.406126
5,-37.67376,11.8901005
6,1.8137474,2.567291
7,26.657314,8.095523
0,-53.30194,-33.435497
7,-2.3943179,42.82373
7,39.420864,32.995926
7,33.749886,43.544815
5,-15.160588,24.19667
0,-53.150463,-16.33851
7,24.72351,19.861479
0,-57.70175,-15.620692
0,-3.6655464,-11.969694
6,-4.408208,-45.531925
7,25.907274,18.308077
2,20.611189,-7.4768763
4,9.543678,19.35034
6,-10.5296,3.666821
1,50.965275,4.6214814
6,-20.278208,-49.44674
1,50.139427,3.8737776
6,-18.012491,-50.024567
5,-15.763191,20.190285
1,39.27997,-10.902912
6,-0.20917495,3.3075802
3,-8.392157,-7.925239
4,11.151028,23.391136
0,-42.10607,-27.835257
5,-19.555353,19.901632
5,-31.421688,-7.9857593
6,4.850004,4.123658
3,-20.358675,-7.0871744
6,4.4567437,-55.971893
2,7.773029,-28.765556
3,-15.958549,-9.535305
7,-2.563832,42.590958
2,-2.8221397,-25.422136
1,34.87972,-23.539644
1,48.279564,-2.28334
5,-40.23793,-3.6915488
2,-2.3917,-24.448633
1,38.41916,-24.505976
3,-15.964238,-9.650976
2,24.609375,-11.732053
6,12.834557,1.5395565
7,31.509882,-0.49702236
3,-15.697786,-9.656163
7,32.491875,50.407356
2,-2.7891085,-24.195665
4,1.2840905,50.37174
6,-4.1743608,-56.66811
7,-1.1391423,39.751717
7,34.32347,24.293716
2,10.415465,-25.933437
4,9.368364,23.363352
2,22.78773,-6.642893
6,5.702403,4.1137857
1,33.069725,-23.96698
1,45.475777,-0.6141516
3,-8.87245,-9.106704
6,10.996897,1.9764992
4,-9.332225,38.157738
0,-53.25391,-32.965687
6,-13.62551,-38.88661
5,-20.712915,23.665167
7,-2.5399952,40.929993
3,-15.847002,-10.331698
0,-41.930645,-20.341188
7,26.411823,17.642529
2,-12.010424,-32.827404
4,11.639817,20.960379
7,29.018438,1.5491991
1,50.84378,2.4179876
2,34.442272,-6.5706415
7,24.409426,21.449032
4,0.04930877,32.6088
2,-4.7019777,-24.648094
6,-19.671041,-48.419582
1,48.79816,1.1834105
6,-7.0541763,0.35876858
7,24.33443,19.140797
0,-57.646866,-12.091784
6,2.5297406,-55.191605
6,-6.3818703,-60.66799
7,32.945538,24.272293
7,0.95014495,32.165833
7,26.611555,19.001415
6,-11.769756,-3.2162664
0,-48.140472,-33.668285
1,32.216816,-18.242216
4,9.126093,18.813776
4,-19.473135,52.713306
6,2.7800307,-55.364937
7,-11.804086,56.88523
1,45.336533,1.5909841
5,-27.434866,29.990162
7,47.80114,-1.1022526
0,-46.186207,-19.824697
3,-21.993958,7.605861
5,-13.163843,21.983057
6,8.889679,9.121542
4,-9.262586,50.593445
7,33.461273,24.711199
1,31.96968,-32.15678
2,-1.6099391,-22.481619
5,-39.60903,-4.601901
7,21.47017,26.774641
5,-43.074337,-7.1132574
6,2.5138369,-56.614685
7,29.178097,37.88329
5,-27.807444,12.605285
7,15.252099,40.438683
6,5.2099805,38.590332
6,-11.514156,2.5262868
3,-21.524927,8.105034
6,-5.3734803,-40.748505
7,26.906898,18.748016
7,36.695847,48.993954
0,-47.310963,-33.887054
7,28.861044,-4.024289
5,3.0980806,-16.023787
7,26.830952,36.85091
1,50.61697,0.9641635
1,30.41661,-29.905737
0,-49.903404,-28.184835
7,35.18755,52.44961
7,26.031324,17.125786
2,5.9271975,-22.83615
3,-22.022919,-11.656769
7,39.693153,-9.4265785
3,-21.970781,7.5462427
2,11.315305,-13.094814
4,9.409026,19.065088
1,37.432144,-13.881829
6,1.5639105,-55.073048
2,29.030684,-10.471394
7,34.539253,24.891436
5,-28.446625,9.666818
5,-19.961597,19.475191
7,25.593552,42.366688
4,11.220716,21.796425
0,-42.026012,-28.43894
2,-1.4726808,-23.129509
6,-21.966452,-53.677822
3,-13.71271,7.731409
6,-9.028211,-41.945633
4,43.573822,9.68536
0,-46.66433,-22.226004
4,10.247952,20.962294
2,26.713993,8.998852
6,2.7873726,-57.26811
0,-40.07383,-26.609682
0,-3.7500403,-11.831889
0,-43.86333,-19.053019
0,-50.048622,-29.375761
3,-56.55447,-9.453708
1,43.86741,0.17961627
6,-2.419604,-50.902954
2,3.387661,-20.671644
2,33.429234,-14.686004
3,-22.45197,-13.004015
1,36.775154,-19.22705
4,8.409806,56.330574
1,31.478765,-25.979797
5,-28.808329,-20.911528
4,10.236725,33.41238
6,-8.269091,-58.35905
4,-13.474931,46.61814
7,33.361736,27.81937
2,9.38315,-26.714518
6,11.460089,2.8588047
7,31.239168,52.61236
7,12.166692,39.775764
2,27.708672,-12.000425
0,-50.294407,-29.505201
5,-20.17498,-33.1717
1,43.730316,0.008901939
4,-8.075725,52.729977
2,15.95618,-5.862014
6,-8.395561,-2.5517983
3,-18.200867,-14.428195
2,8.63134,-13.617864
4,8.0597925,56.431095
1,45.144154,-9.8508625
5,-30.015808,-20.210466
4,10.260352,33.349804
6,-8.245054,-58.40534
0,-48.447784,-16.670372
7,37.083767,33.962612
7,-4.832291,21.87107
6,12.993294,3.7360272
4,-15.854192,50.737648
7,19.018919,31.190163
6,-9.763353,-0.8398777
0,-52.58004,-28.67947
1,35.037476,-27.776539
1,45.994118,2.5003345
0,-43.64018,-32.93735
2,3.1983013,-20.959227
2,18.25375,-16.436804
3,-19.035358,-14.001214
2,5.330074,-21.402702
4,5.868565,55.956722
4,-10.080822,38.54914
5,-42.217457,-6.683213
6,28.14941,-30.87297
6,-2.658708,-58.674583
5,-35.89653,13.15903
7,34.516678,25.931349
7,30.795805,48.547318
6,12.103702,2.99773
6,-10.62994,3.438651
7,12.87447,39.837154
7,30.802656,0.013212508
4,8.111085,56.43331
7,24.686039,43.8122
3,-18.799358,-14.325563
2,13.4704,-15.907005
0,-50.01041,-30.702225
6,-7.280942,5.8218145
6,-2.5646155,-58.232254
6,-11.848909,2.004176
6,0.8979208,-56.71072
1,28.92752,-33.45909
6,-4.800287,-57.76591
6,-25.25696,9.154522
7,12.460237,39.614193
4,9.081743,53.283463
0,-51.5132,-30.815054
7,-0.9314312,34.24319
0,-49.87297,-33.810936
4,0.14059378,27.625605
1,47.79279,0.05175263
5,-20.554552,-3.504298
4,26.309664,26.764833
7,24.5644,49.237377
5,-28.606836,-22.161745
3,-28.52813,-2.9349434
7,34.495094,26.118784
4,0.5550696,30.834923
7,21.636215,31.30547
6,-1.131854,10.804812
5,-27.915598,-22.620995
6,-4.032837,6.236518
6,-3.5525844,-59.48903
3,-33.19334,2.1773431
6,7.228542,3.7944427
6,-18.934286,-48.936363
7,11.182607,40.92827
7,-18.241474,49.82042
1,46.460796,-8.459989
6,-1.644892,6.055032
3,-22.867249,-14.215736
5,-35.23635,-12.076827
6,8.847314,4.3433256
6,-29.121565,46.672714
5,-29.484234,-22.632534
7,13.3063345,43.563057
7,33.829056,35.915733
2,2.7404954,-27.037817
5,-13.328927,18.877884
0,-36.370987,-28.048813
6,6.5855536,3.6228707
5,-8.978313,33.675076
1,48.572723,-4.9205856
1,32.99905,-33.282867
0,-51.475086,-30.824049
7,5.391368,40.969418
1,48.626812,-5.3390408
6,4.5599594,-7.3265653
6,-1.7579281,-57.739887
7,-7.6372275,36.884693
0,-53.718407,-28.446152
7,3.1577575,-40.358147
3,-22.40663,-14.2438545
0,-50.435368,-15.536044
6,7.8297553,4.1378183
6,-14.125083,-4.3429046
7,13.056631,40.323833
6,0.97972155,-50.651108
7,31.5184,26.395397
6,2.233627,-3.155141
4,8.9683,26.550434
7,26.53821,46.185955
5,-29.144487,-21.719797
7,0.8002096,42.004402
2,16.713768,-5.1676598
6,-10.73255,-51.37866
7,31.74826,26.102972
4,-17.28229,55.660202
5,-29.265486,-21.592918
7,0.9834115,41.490532
2,16.801275,-5.519481
3,-18.52687,-0.15348953
1,45.507336,-8.651402
6,-14.563982,-46.572475
3,-19.371443,-14.786973
7,-4.115057,41.590294
2,15.689439,-6.010329
2,13.156876,-15.993858
5,-28.369263,-20.193844
6,-8.032251,-51.296352
6,9.860696,2.5479398
0,-47.684166,-22.108004
7,32.9895,36.481857
7,-12.799651,56.414078
1,49.102947,3.3941898
7,17.656248,25.425194
6,7.623648,4.7110443
7,22.224178,47.529682
0,-49.983433,-34.826817
7,-20.264826,51.14982
7,20.380604,28.266266
4,-23.457987,53.839447
6,1.3783281,-55.873898
2,20.777838,-17.857428
6,6.4833894,2.4180417
5,-28.416847,-15.95825
1,46.19784,-8.61114
4,6.0156517,34.23978
1,47.343063,-7.272963
5,-20.170952,-33.180573
5,-28.875517,-20.935368
1,34.576675,-20.596188
7,32.220974,28.501696
3,-24.068485,-5.061466
6,-2.5143967,-58.77781
4,-10.11364,49.399006
3,-15.961058,-15.576934
2,-39.687954,-28.525412
5,-29.340628,-21.637009
6,-15.1286545,-40.793118
4,5.6284995,55.66433
4,-17.017519,51.767204
0,-46.68886,-31.356949
4,-9.765539,-54.458668
4,7.326794,56.2571
6,-1.8862175,-45.168465
7,33.336082,29.014402
2,30.856228,39.81049
4,7.6010766,56.351517
3,-21.04657,-5.4167647
3,-20.46397,-15.715364
6,6.928865,11.160535
0,-51.638615,-32.775948
0,-48.670948,-29.03814
3,-19.808659,-14.535759
2,17.50156,-21.63164
2,17.4112,-5.5617967
7,30.280975,-3.3953981
6,9.2156725,3.8792396
2,40.939236,22.913723
3,-19.038733,-14.555744
7,28.4088,40.073082
0,-46.457035,-32.18971
1,30.029802,-37.490456
1,46.80841,-4.163121
0,-57.838303,-12.358143
2,4.07402,-27.36883
3,-29.4624,-5.014553
3,-31.491749,2.1235528
6,-8.421258,-2.5902386
4,-3.904792,54.17236
3,-8.875392,-8.242978
5,-13.532252,25.813156
7,33.019753,30.980429
6,-4.6727343,-55.74725
4,-22.651033,54.845894
7,36.72166,47.229156
7,33.706467,-6.5457125
6,8.618921,5.6189575
5,-36.609608,-6.096386
7,13.230483,43.83583
7,23.029934,39.887924
0,-47.192055,-35.650627
3,-24.442375,-7.88147
1,46.701385,-4.4854703
6,33.156162,-29.558884
2,-4.7383037,-24.658882
4,4.2308226,26.496822
3,-36.88186,-0.52723706
4,15.318678,20.713324
4,8.655877,53.05672
7,24.658094,43.346714
5,-13.515941,21.851635
7,0.5732116,32.10743
6,-3.5310464,-57.697647
7,-50.513577,-25.999714
0,-47.037197,-35.43648
7,28.59809,48.132618
1,47.56534,0.6095453
4,-10.417416,44.95745
2,-1.847763,-25.576746
7,34.904827,52.6295
3,-36.557423,-0.6585709
6,-17.111246,-42.17732
7,35.809452,25.89533
5,-27.123629,13.784853
6,16.070993,8.798005
4,-8.336302,51.859386
5,-14.319583,23.840796
5,-11.031465,-44.98071
2,-3.4544852,-20.542004
7,37.63998,6.151319
1,48.33291,-3.935966
1,41.641983,-18.547266
5,-14.415562,24.118696
6,-3.2430406,-40.260548
6,9.106125,6.553344
5,-35.91525,-4.8327913
6,7.983998,6.77427
4,-17.742163,52.91387
0,-46.98505,-31.15247
7,35.10336,38.338627
7,13.292331,45.587383
7,13.763095,41.080986
2,-3.2824388,-21.814278
7,-13.754647,44.97956
7,35.765583,18.663229
7,36.140404,42.923477
6,17.943136,7.2033343
7,22.272646,46.338543
4,11.359939,20.843153
2,11.37522,-13.045775
6,4.6492867,-51.62637
7,-7.544945,46.288345
1,50.139973,-2.5237298
7,39.241898,35.206356
0,5.5921063,-38.472736
6,-14.96638,-57.069622
4,8.208294,30.19382
2,7.776613,-6.7813897
5,-13.369392,25.981735
7,37.603504,6.14591
0,-51.02088,-32.517704
7,28.466843,43.062847
1,49.00781,0.58840305
0,-40.515495,-23.409294
3,-22.380342,4.9161983
7,31.541798,31.443605
6,2.905328,-52.76697
5,-24.92546,-21.27708
0,-46.08105,-32.980663
6,-11.237278,-43.11496
1,49.29663,-6.563861
5,-33.654865,13.561742
1,49.832447,-3.4160287
7,32.666553,41.38346
6,10.725592,3.1349933
5,-19.913403,18.667154
0,-48.44009,-32.72143
3,-19.336905,-47.038013
4,8.722666,53.116123
7,2.9364388,31.112375
7,36.41083,39.150196
5,-36.634254,-8.692476
7,33.11034,17.283733
6,-2.6335983,10.933559
6,2.4826124,-53.2806
7,-15.924969,42.215908
3,-28.876476,-7.6349316
6,-2.3514402,7.1654286
6,4.204225,-51.853645
1,30.428244,-33.96344
0,-46.276993,-33.28365
7,2.1372225,34.986618
7,37.21183,26.173252
1,29.441336,-24.329845
3,-22.242271,5.054143
0,-58.179188,-13.932958
5,-15.051902,22.986267
6,-20.684053,-54.49686
4,13.107492,23.013168
4,-0.8738245,51.90047
2,-3.2169497,-22.700764
4,-18.024933,52.373833
4,9.326661,56.391716
3,-28.36865,-9.71292
1,50.1204,-2.6638093
7,34.621567,47.37835
7,27.43499,27.095924
6,-6.9993544,-43.81366
0,-47.155415,-35.01946
3,-27.974075,-12.095354
6,4.323917,-51.719135
0,-40.53842,-23.398212
7,35.368114,22.647928
1,29.716301,-28.179487
1,51.197372,1.5489446
4,-9.268842,39.403774
7,21.490839,32.47303
4,-5.606021,48.424088
3,-23.18146,6.2440186
4,4.9672227,52.04373
6,18.48719,7.9247
2,4.9508634,-28.614988
2,-3.208039,-21.780212
1,37.166466,-16.380747
6,16.020308,8.580112
7,27.910236,52.879807
0,-48.875862,-37.053596
6,-25.016783,8.979779
1,50.72943,-3.1249628
0,-44.634758,-19.900723
7,41.602127,36.59435
6,-4.7298436,-43.3636
3,-30.82604,-18.656258
7,26.583868,38.85893
7,35.775116,18.642216
5,-18.090733,47.12487
6,10.098285,-0.016195735
6,-2.98842,7.268081
7,18.760595,24.279867
0,-59.96428,-15.988963
0,-48.876102,-37.042774
4,2.9866245,-58.368275
1,38.619267,-1.3974483
5,-20.882727,-9.605264
2,21.022638,6.3192544
2,11.113655,-29.878054
3,23.382519,15.500831
7,25.53044,19.57126
4,7.864259,22.800262
7,-10.805864,54.04517
5,-18.054714,17.089918
0,-55.23702,-18.929083
6,1.5978826,-53.707993
7,22.367224,46.722286
7,39.456203,33.019558
1,33.99531,-10.187248
6,-18.0601,-17.753115
0,-45.28556,-16.254364
2,35.76397,5.5709424
2,13.289187,-26.645552
0,-53.43519,-27.021975
4,-4.318245,47.083828
1,46.702003,-0.4908999
